customer_id,loyalty_program_id,enrollment_date,tier,active_status,churn_date
6595,4,2024-06-18 22:57:03.969162,Pro,Yes,
44290,1,2024-10-04 22:57:03.969162,Silver,No,
84176,1,2025-02-19 22:57:03.969162,Pro,No,
24773,4,2018-03-07 22:57:03.969162,Silver,Yes,2024-10-05 22:57:03.969162
46776,1,2025-07-10 22:57:03.969162,Silver,Yes,2023-04-15 22:57:03.969162
99319,5,2019-05-19 22:57:03.969162,Silver,Yes,
62774,1,2019-02-12 22:57:03.969162,Pro,Yes,
92781,1,2018-11-01 22:57:03.969162,Gold,No,
87209,4,2017-10-07 22:57:03.969162,Gold,Yes,
52927,4,2025-06-08 22:57:03.969162,Premium,Yes,
12278,1,2022-10-24 22:57:03.969162,Premium,Yes,2022-05-11 22:57:03.969162
57525,2,2025-07-23 22:57:03.969162,Gold,Yes,
73419,2,2022-08-09 22:57:03.969162,,Yes,
10655,1,2020-04-06 22:57:03.969162,Premium,Yes,
4254,3,2021-05-30 22:57:03.969162,Premium,Yes,
31068,2,2018-07-12 22:57:03.969162,Bronze,Yes,2021-05-26 22:57:03.969162
81349,1,2020-09-03 22:57:03.969162,Bronze,Yes,
19968,1,2025-05-09 22:57:03.969162,Gold,No,
47909,3,2018-11-14 22:57:03.969162,,Yes,2025-04-01 22:57:03.969162
64901,1,2024-05-04 22:57:03.969162,Premium,Yes,
93245,2,2017-10-12 22:57:03.969162,Pro,Yes,
35425,4,2021-12-15 22:57:03.969162,Gold,Yes,
62096,5,2025-01-08 22:57:03.969162,Premium,No,
46199,4,2019-06-24 22:57:03.969162,Gold,Yes,
83291,1,2024-05-31 22:57:03.969162,,Yes,
63250,2,2024-06-10 22:57:03.969162,Gold,Yes,
1511,4,2020-02-04 22:57:03.969162,Premium,Yes,
40322,5,2024-03-25 22:57:03.969162,Silver,Yes,
44185,5,2018-09-07 22:57:03.969162,Bronze,Yes,
9761,4,2023-03-22 22:57:03.969162,Gold,Yes,
36371,1,2025-03-21 22:57:03.969162,,Yes,
76727,3,2024-10-03 22:57:03.969162,Pro,Yes,
75738,5,2025-04-03 22:57:03.969162,Silver,Yes,
8222,1,2023-10-11 22:57:03.969162,Premium,No,2023-03-21 22:57:03.969162
27084,3,2017-08-05 22:57:03.969162,,Yes,
16893,2,2019-02-24 22:57:03.969162,Pro,No,
65928,1,2023-02-14 22:57:03.969162,,Yes,
82507,1,2021-02-04 22:57:03.969162,Gold,No,
49780,4,2019-11-10 22:57:03.969162,Bronze,No,
91512,3,2024-09-12 22:57:03.969162,Pro,Yes,
23347,1,2021-03-24 22:57:03.969162,Pro,Yes,
84951,1,2021-08-13 22:57:03.969162,Gold,Yes,
42306,3,2021-01-23 22:57:03.969162,Bronze,Yes,
35519,5,2024-04-01 22:57:03.969162,Silver,Yes,
52032,1,2021-11-16 22:57:03.969162,Bronze,No,
40709,5,2020-12-14 22:57:03.969162,Silver,No,
54877,1,2023-02-11 22:57:03.969162,Silver,No,
15347,3,2025-01-19 22:57:03.969162,Silver,Yes,
51162,1,2024-12-06 22:57:03.969162,Gold,No,
77519,3,2021-05-07 22:57:03.969162,Pro,Yes,2021-11-10 22:57:03.969162
48048,3,2020-11-08 22:57:03.969162,Gold,Yes,
90014,5,2023-02-23 22:57:03.969162,Pro,Yes,2021-07-18 22:57:03.969162
84609,3,2021-08-07 22:57:03.969162,Gold,No,
51145,2,2019-09-01 22:57:03.969162,Bronze,Yes,
3727,5,2022-01-04 22:57:03.969162,Pro,No,
48442,1,2020-05-10 22:57:03.969162,Gold,Yes,
58485,2,2024-12-31 22:57:03.969162,Pro,Yes,
92658,1,2018-07-27 22:57:03.969162,Pro,Yes,
68493,2,2025-07-29 22:57:03.969162,Bronze,No,
50696,4,2025-05-08 22:57:03.969162,Bronze,Yes,
87671,3,2020-04-19 22:57:03.969162,Silver,Yes,
61288,4,2022-01-17 22:57:03.969162,Silver,Yes,
16814,2,2024-11-02 22:57:03.969162,,Yes,
69120,4,2023-05-17 22:57:03.969162,Bronze,Yes,
93247,2,2020-08-04 22:57:03.969162,Gold,Yes,
63082,2,2024-11-16 22:57:03.969162,Silver,Yes,
45258,2,2017-10-08 22:57:03.969162,Silver,Yes,
50122,4,2023-08-20 22:57:03.969162,Gold,Yes,
31875,2,2022-05-29 22:57:03.969162,Premium,No,
60828,2,2021-08-10 22:57:03.969162,Pro,Yes,
10828,5,2024-11-27 22:57:03.969162,Gold,Yes,
69286,4,2020-09-23 22:57:03.969162,Premium,Yes,
58174,1,2021-07-31 22:57:03.969162,Premium,No,
78179,5,2024-11-21 22:57:03.969162,Premium,Yes,2023-04-29 22:57:03.969162
81941,3,2022-07-17 22:57:03.969162,Premium,No,
21926,3,2021-08-26 22:57:03.969162,Premium,Yes,
44227,3,2024-06-28 22:57:03.969162,Bronze,Yes,
51774,2,2020-07-12 22:57:03.969162,Premium,Yes,
16205,4,2022-05-31 22:57:03.969162,,Yes,
34895,2,2021-06-22 22:57:03.969162,Gold,Yes,
57922,1,2018-02-04 22:57:03.969162,,No,
59238,4,2019-05-27 22:57:03.969162,Gold,Yes,
59651,3,2025-05-27 22:57:03.969162,Pro,No,
77434,4,2025-07-03 22:57:03.969162,Premium,Yes,
11106,5,2024-01-06 22:57:03.969162,Premium,Yes,
8926,2,2022-07-15 22:57:03.969162,Gold,Yes,
66558,2,2020-07-01 22:57:03.969162,Pro,No,
20133,5,2021-09-09 22:57:03.969162,,Yes,
83287,4,2019-02-19 22:57:03.969162,,Yes,
38466,1,2020-05-23 22:57:03.969162,Gold,Yes,
19872,3,2024-07-27 22:57:03.969162,Premium,Yes,
3942,5,2018-09-11 22:57:03.969162,Premium,Yes,
15309,5,2020-09-23 22:57:03.969162,,Yes,
80279,5,2018-09-16 22:57:03.969162,Silver,Yes,
65772,1,2024-04-19 22:57:03.969162,Pro,No,
39247,1,2018-04-16 22:57:03.969162,Silver,Yes,
27370,4,2024-01-21 22:57:03.969162,Gold,Yes,
46851,2,2019-09-21 22:57:03.969162,Gold,Yes,
16816,3,2024-09-10 22:57:03.969162,Pro,Yes,
48281,1,2022-01-07 22:57:03.969162,Silver,Yes,
72025,2,2020-08-19 22:57:03.969162,,Yes,2018-08-10 22:57:03.969162
74173,3,2022-11-17 22:57:03.969162,Gold,Yes,
40544,5,2018-10-10 22:57:03.969162,Pro,No,
36117,2,2018-12-27 22:57:03.969162,,Yes,
68938,2,2017-08-15 22:57:03.969162,Pro,Yes,
34962,4,2021-08-18 22:57:03.969162,Pro,No,
90133,3,2019-08-02 22:57:03.969162,Premium,Yes,
74548,1,2019-10-29 22:57:03.969162,Silver,Yes,
48128,2,2019-10-02 22:57:03.969162,,Yes,
51033,1,2019-06-17 22:57:03.969162,Premium,Yes,
83599,5,2024-04-27 22:57:03.969162,Silver,Yes,2018-07-06 22:57:03.969162
69967,3,2024-02-27 22:57:03.969162,Pro,Yes,
1501,2,2024-04-26 22:57:03.969162,Bronze,Yes,2023-02-15 22:57:03.969162
83896,3,2025-06-21 22:57:03.969162,Gold,Yes,
60538,1,2023-12-03 22:57:03.969162,Pro,Yes,
47250,1,2020-07-31 22:57:03.969162,Premium,Yes,
72934,3,2020-03-14 22:57:03.969162,Premium,Yes,
19187,4,2020-10-09 22:57:03.969162,,Yes,
25384,3,2024-12-09 22:57:03.969162,,Yes,
47458,5,2019-05-18 22:57:03.969162,,Yes,
64633,2,2020-01-13 22:57:03.969162,Silver,No,
60807,1,2021-06-03 22:57:03.969162,Silver,Yes,2021-04-16 22:57:03.969162
63074,4,2020-12-09 22:57:03.969162,Premium,Yes,
68304,2,2020-12-16 22:57:03.969162,Silver,Yes,
14315,3,2020-02-02 22:57:03.969162,Gold,Yes,2023-01-22 22:57:03.969162
33286,4,2020-06-28 22:57:03.969162,Pro,No,
11320,4,2017-10-21 22:57:03.969162,Pro,Yes,
29063,3,2019-11-27 22:57:03.969162,Silver,Yes,2018-05-13 22:57:03.969162
6625,4,2021-01-02 22:57:03.969162,,Yes,
73014,4,2022-10-06 22:57:03.969162,,Yes,
36319,1,2025-02-07 22:57:03.969162,Pro,Yes,2020-12-17 22:57:03.969162
61269,2,2021-09-20 22:57:03.969162,Gold,No,
61918,3,2021-12-12 22:57:03.969162,Bronze,Yes,
71277,3,2023-05-06 22:57:03.969162,Silver,Yes,
29684,4,2022-08-10 22:57:03.969162,,Yes,
59439,3,2017-10-30 22:57:03.969162,,Yes,
5856,4,2024-07-02 22:57:03.969162,Bronze,No,
12876,5,2024-05-02 22:57:03.969162,Gold,Yes,
17684,1,2022-11-25 22:57:03.969162,Silver,Yes,
48,3,2021-01-18 22:57:03.969162,,Yes,
26185,3,2025-07-10 22:57:03.969162,Silver,Yes,
9291,5,2024-06-13 22:57:03.969162,Silver,Yes,
10975,4,2019-09-24 22:57:03.969162,Bronze,Yes,
66400,2,2018-01-09 22:57:03.969162,Bronze,Yes,
31366,5,2019-09-22 22:57:03.969162,Silver,Yes,
40973,1,2019-11-13 22:57:03.969162,,Yes,
21506,3,2019-11-15 22:57:03.969162,,Yes,2024-02-16 22:57:03.969162
89102,4,2023-01-23 22:57:03.969162,Silver,No,
57486,2,2018-12-21 22:57:03.969162,Silver,Yes,2025-03-08 22:57:03.969162
24535,1,2025-06-26 22:57:03.969162,Silver,No,2021-08-26 22:57:03.969162
93632,4,2024-04-16 22:57:03.969162,Bronze,Yes,2024-11-23 22:57:03.969162
81902,5,2025-01-20 22:57:03.969162,Silver,Yes,
3127,1,2023-09-07 22:57:03.969162,Silver,Yes,
58502,4,2020-07-18 22:57:03.969162,Silver,Yes,
86935,4,2022-09-07 22:57:03.969162,Silver,Yes,
89325,1,2023-06-29 22:57:03.969162,Pro,Yes,
44062,5,2023-12-29 22:57:03.969162,Silver,Yes,
72706,2,2022-10-21 22:57:03.969162,Premium,Yes,
43161,4,2019-12-26 22:57:03.969162,Premium,Yes,
51642,3,2019-03-31 22:57:03.969162,Gold,Yes,
28975,4,2022-03-22 22:57:03.969162,Silver,Yes,
43721,2,2019-09-18 22:57:03.969162,Premium,Yes,
75690,4,2022-09-20 22:57:03.969162,Silver,Yes,
9006,4,2018-10-09 22:57:03.969162,Bronze,Yes,
53947,2,2020-05-09 22:57:03.969162,Silver,Yes,2023-06-29 22:57:03.969162
16325,1,2022-05-05 22:57:03.969162,,No,2017-09-08 22:57:03.969162
77471,2,2020-12-03 22:57:03.969162,Pro,Yes,
28439,3,2024-07-18 22:57:03.969162,,Yes,
34639,2,2018-03-03 22:57:03.969162,Bronze,Yes,
57520,5,2024-02-09 22:57:03.969162,Pro,Yes,2023-01-04 22:57:03.969162
43301,4,2018-06-15 22:57:03.969162,Gold,Yes,
1051,3,2020-12-17 22:57:03.969162,,Yes,2019-02-28 22:57:03.969162
52869,4,2025-07-07 22:57:03.969162,Bronze,Yes,
26833,1,2021-12-17 22:57:03.969162,Pro,Yes,
40188,4,2018-04-02 22:57:03.969162,Pro,Yes,
89849,4,2020-05-02 22:57:03.969162,Bronze,No,
70536,5,2021-06-18 22:57:03.969162,Silver,Yes,
51061,3,2021-02-17 22:57:03.969162,Premium,Yes,
28908,5,2021-05-07 22:57:03.969162,Bronze,Yes,
9201,3,2018-01-20 22:57:03.969162,Gold,Yes,
33802,5,2021-02-11 22:57:03.969162,,Yes,
63828,5,2022-03-04 22:57:03.969162,Bronze,Yes,
63268,5,2023-11-04 22:57:03.969162,Gold,Yes,
10875,2,2018-09-28 22:57:03.969162,Bronze,No,
34242,2,2020-09-09 22:57:03.969162,Bronze,No,
17317,1,2021-07-27 22:57:03.969162,Bronze,Yes,2022-04-08 22:57:03.969162
32431,1,2020-12-26 22:57:03.969162,Gold,Yes,
51672,1,2018-12-02 22:57:03.969162,Pro,Yes,
21473,1,2022-01-23 22:57:03.969162,Premium,No,
31373,4,2022-04-23 22:57:03.969162,,Yes,
54461,1,2021-07-24 22:57:03.969162,Premium,Yes,
99962,3,2022-08-19 22:57:03.969162,Pro,Yes,
93875,5,2021-04-04 22:57:03.969162,Bronze,Yes,2018-07-15 22:57:03.969162
12868,4,2018-06-13 22:57:03.969162,Silver,Yes,
98254,2,2021-05-25 22:57:03.969162,Premium,Yes,
9183,3,2019-06-12 22:57:03.969162,Premium,No,
62861,2,2020-01-07 22:57:03.969162,Gold,Yes,
84415,5,2025-06-16 22:57:03.969162,Pro,No,2024-02-25 22:57:03.969162
62457,2,2022-11-12 22:57:03.969162,Silver,Yes,2023-05-28 22:57:03.969162
54470,4,2021-10-22 22:57:03.969162,Bronze,Yes,
14990,5,2017-10-25 22:57:03.969162,Silver,Yes,
92198,5,2022-09-15 22:57:03.969162,Gold,Yes,
37830,1,2022-06-27 22:57:03.969162,,No,
87993,3,2020-12-14 22:57:03.969162,Gold,Yes,
71999,4,2018-05-22 22:57:03.969162,Bronze,Yes,
67132,4,2022-12-26 22:57:03.969162,Gold,Yes,
48114,4,2019-10-15 22:57:03.969162,Silver,Yes,
5202,3,2024-09-25 22:57:03.969162,Gold,No,
78118,1,2022-09-24 22:57:03.969162,Silver,Yes,
45520,2,2021-12-29 22:57:03.969162,Premium,No,2021-03-02 22:57:03.969162
18019,5,2024-01-28 22:57:03.969162,Bronze,Yes,
12541,5,2019-10-25 22:57:03.969162,Gold,Yes,
97146,2,2024-12-24 22:57:03.969162,Pro,Yes,
52280,5,2019-12-28 22:57:03.969162,Silver,No,
81364,5,2018-04-03 22:57:03.969162,,Yes,
83106,3,2018-11-26 22:57:03.969162,Premium,Yes,
63568,5,2023-06-08 22:57:03.969162,Bronze,Yes,
16726,5,2020-07-03 22:57:03.969162,Silver,Yes,2023-12-26 22:57:03.969162
61004,1,2020-02-10 22:57:03.969162,Premium,Yes,
33115,1,2024-10-08 22:57:03.969162,,Yes,2023-03-07 22:57:03.969162
59113,4,2018-03-03 22:57:03.969162,,Yes,
21440,3,2022-07-17 22:57:03.969162,Bronze,Yes,
53310,2,2020-11-19 22:57:03.969162,Silver,Yes,
1865,5,2021-08-01 22:57:03.969162,,Yes,2019-06-28 22:57:03.969162
74177,4,2019-03-26 22:57:03.969162,Premium,No,
87120,4,2024-09-27 22:57:03.969162,Premium,Yes,
15666,3,2022-02-03 22:57:03.969162,Silver,Yes,
64973,5,2019-12-16 22:57:03.969162,Bronze,Yes,
93095,2,2018-07-21 22:57:03.969162,Silver,Yes,
53988,4,2024-10-30 22:57:03.969162,Silver,Yes,
32810,4,2024-06-03 22:57:03.969162,Silver,Yes,
59750,5,2023-09-19 22:57:03.969162,Premium,No,
68594,5,2022-07-13 22:57:03.969162,Silver,Yes,
38422,5,2020-01-17 22:57:03.969162,Gold,Yes,
87169,3,2019-07-21 22:57:03.969162,Silver,Yes,
42009,1,2023-08-25 22:57:03.969162,Silver,No,2024-06-08 22:57:03.969162
64043,3,2019-06-16 22:57:03.969162,Premium,Yes,2025-02-19 22:57:03.969162
62023,5,2025-07-23 22:57:03.969162,Bronze,Yes,
87149,4,2023-01-08 22:57:03.969162,,Yes,
47480,4,2018-03-20 22:57:03.969162,Gold,Yes,
17645,2,2024-12-02 22:57:03.969162,Silver,Yes,2023-01-16 22:57:03.969162
78235,4,2020-03-16 22:57:03.969162,Silver,Yes,
1223,5,2024-04-19 22:57:03.969162,Pro,Yes,2024-03-19 22:57:03.969162
83420,5,2018-04-03 22:57:03.969162,Gold,Yes,
12753,2,2024-02-17 22:57:03.969162,Pro,No,
42917,3,2019-01-21 22:57:03.969162,Premium,No,
63496,2,2021-03-11 22:57:03.969162,Pro,Yes,
21612,4,2018-10-11 22:57:03.969162,Silver,Yes,2020-10-04 22:57:03.969162
8040,4,2023-09-17 22:57:03.969162,Silver,Yes,2020-06-04 22:57:03.969162
55003,3,2022-01-08 22:57:03.969162,Silver,No,
86185,1,2020-12-22 22:57:03.969162,Silver,Yes,
19627,2,2019-12-02 22:57:03.969162,Silver,Yes,
2582,4,2023-09-10 22:57:03.969162,,Yes,
19415,5,2019-07-15 22:57:03.969162,Silver,Yes,
61335,1,2018-02-04 22:57:03.969162,Bronze,Yes,
8973,5,2021-03-26 22:57:03.969162,Silver,No,
76702,1,2021-02-27 22:57:03.969162,Bronze,Yes,
74109,5,2025-01-11 22:57:03.969162,Premium,Yes,
27386,4,2020-02-23 22:57:03.969162,Premium,Yes,
18701,1,2023-06-21 22:57:03.969162,Gold,Yes,
3381,4,2019-07-12 22:57:03.969162,Gold,Yes,
37756,3,2021-04-28 22:57:03.969162,,No,
66931,1,2023-05-01 22:57:03.969162,Silver,Yes,
37296,4,2022-09-01 22:57:03.969162,Gold,Yes,
34034,4,2023-03-27 22:57:03.969162,Silver,Yes,2023-02-15 22:57:03.969162
48151,4,2018-08-18 22:57:03.969162,,Yes,2021-01-10 22:57:03.969162
82668,1,2024-11-30 22:57:03.969162,Gold,No,
32351,4,2018-07-02 22:57:03.969162,Pro,Yes,2021-08-11 22:57:03.969162
46629,4,2025-01-08 22:57:03.969162,Gold,Yes,2018-08-15 22:57:03.969162
22134,3,2020-03-05 22:57:03.969162,Bronze,Yes,
47607,4,2024-12-30 22:57:03.969162,Gold,No,
93140,4,2024-04-07 22:57:03.969162,Silver,Yes,2022-03-01 22:57:03.969162
24178,2,2023-01-03 22:57:03.969162,Bronze,Yes,
61334,2,2025-02-28 22:57:03.969162,Silver,Yes,
82231,2,2018-10-05 22:57:03.969162,Pro,No,
58026,2,2022-03-08 22:57:03.969162,Pro,Yes,
98698,1,2024-05-30 22:57:03.969162,Silver,Yes,
78428,1,2022-05-23 22:57:03.969162,,No,2024-10-15 22:57:03.969162
11329,2,2017-12-16 22:57:03.969162,Premium,Yes,
8268,5,2022-06-06 22:57:03.969162,Pro,No,
35951,5,2023-01-25 22:57:03.969162,Premium,Yes,
7981,3,2022-06-11 22:57:03.969162,Pro,Yes,
99028,5,2019-04-03 22:57:03.969162,Gold,Yes,
84602,1,2023-05-17 22:57:03.969162,,Yes,
80358,3,2017-08-07 22:57:03.969162,Premium,Yes,
54522,4,2018-06-02 22:57:03.969162,Bronze,Yes,
52419,3,2020-09-22 22:57:03.969162,Pro,Yes,2021-07-17 22:57:03.969162
46174,4,2022-03-06 22:57:03.969162,Bronze,Yes,
5150,2,2017-09-25 22:57:03.969162,Silver,Yes,
43035,3,2018-05-03 22:57:03.969162,Gold,Yes,
9286,5,2021-01-03 22:57:03.969162,,No,
14833,4,2020-10-05 22:57:03.969162,Bronze,No,
96129,1,2022-04-21 22:57:03.969162,Premium,Yes,
93540,5,2017-12-14 22:57:03.969162,Silver,Yes,
14347,2,2020-07-28 22:57:03.969162,Pro,Yes,
81637,4,2017-11-03 22:57:03.969162,Bronze,No,
77589,3,2023-09-24 22:57:03.969162,Bronze,Yes,
38866,3,2024-02-23 22:57:03.969162,Gold,Yes,
50588,1,2023-08-30 22:57:03.969162,Silver,Yes,
79263,2,2023-10-14 22:57:03.969162,Bronze,No,2022-02-01 22:57:03.969162
43875,5,2020-06-11 22:57:03.969162,,Yes,2024-01-09 22:57:03.969162
50591,3,2020-09-02 22:57:03.969162,Premium,Yes,
20658,5,2018-10-27 22:57:03.969162,Silver,No,
2393,2,2019-03-09 22:57:03.969162,Bronze,Yes,
84482,4,2019-07-28 22:57:03.969162,Premium,Yes,
42791,2,2018-10-23 22:57:03.969162,Bronze,Yes,
77186,2,2020-03-04 22:57:03.969162,Pro,Yes,
41805,4,2024-09-15 22:57:03.969162,Bronze,Yes,
71597,2,2017-11-01 22:57:03.969162,,No,
33653,2,2019-06-28 22:57:03.969162,Premium,Yes,
14,4,2022-01-20 22:57:03.969162,,No,
89562,1,2022-12-14 22:57:03.969162,Gold,Yes,
80899,4,2019-11-13 22:57:03.969162,Gold,Yes,
31269,1,2024-09-27 22:57:03.969162,Gold,Yes,
48342,5,2022-02-09 22:57:03.969162,,Yes,2024-08-19 22:57:03.969162
47716,2,2022-01-07 22:57:03.969162,Premium,Yes,
27298,5,2022-04-10 22:57:03.969162,Pro,Yes,
6088,4,2020-07-09 22:57:03.969162,Premium,Yes,
16396,1,2017-12-14 22:57:03.969162,Pro,Yes,
21004,4,2020-04-01 22:57:03.969162,Gold,Yes,
15529,4,2017-09-07 22:57:03.969162,Pro,Yes,
56965,4,2022-06-02 22:57:03.969162,Gold,Yes,2020-09-09 22:57:03.969162
76665,5,2025-06-08 22:57:03.969162,Pro,Yes,
91579,3,2018-02-09 22:57:03.969162,Premium,No,2022-10-04 22:57:03.969162
22718,5,2021-11-20 22:57:03.969162,Gold,Yes,
43413,2,2018-10-17 22:57:03.969162,Pro,No,
96045,5,2017-09-30 22:57:03.969162,Silver,Yes,
55162,1,2022-07-27 22:57:03.969162,,No,
56278,5,2019-06-16 22:57:03.969162,Pro,Yes,
15917,4,2020-02-16 22:57:03.969162,Premium,Yes,
90844,5,2018-04-22 22:57:03.969162,Silver,Yes,
11649,4,2020-06-08 22:57:03.969162,Gold,No,2021-10-21 22:57:03.969162
93967,2,2025-07-22 22:57:03.969162,Pro,Yes,2017-12-07 22:57:03.969162
96893,5,2019-09-27 22:57:03.969162,,Yes,
82797,1,2021-08-23 22:57:03.969162,Gold,Yes,
79299,2,2024-05-07 22:57:03.969162,Pro,Yes,
31542,2,2022-01-04 22:57:03.969162,Gold,Yes,
39277,4,2023-03-03 22:57:03.969162,,Yes,
98878,1,2017-09-03 22:57:03.969162,Silver,Yes,
31352,2,2023-03-15 22:57:03.969162,Bronze,Yes,
59400,4,2024-01-12 22:57:03.969162,Premium,Yes,2019-10-11 22:57:03.969162
99071,5,2018-03-18 22:57:03.969162,Gold,Yes,
93805,2,2023-03-02 22:57:03.969162,Premium,Yes,
42531,4,2024-04-16 22:57:03.969162,,Yes,
25191,5,2024-09-11 22:57:03.969162,,Yes,2023-08-10 22:57:03.969162
82961,3,2024-06-30 22:57:03.969162,Pro,Yes,
2592,5,2022-02-08 22:57:03.969162,Premium,Yes,
3076,3,2023-05-26 22:57:03.969162,Gold,Yes,
61667,1,2025-01-19 22:57:03.969162,Bronze,Yes,
37786,2,2019-11-25 22:57:03.969162,,Yes,2021-10-31 22:57:03.969162
81678,3,2025-04-21 22:57:03.969162,,Yes,
70315,4,2021-08-27 22:57:03.969162,Gold,Yes,
6677,4,2022-10-18 22:57:03.969162,Pro,Yes,
71420,3,2021-08-31 22:57:03.969162,Pro,Yes,
74329,3,2020-08-07 22:57:03.969162,Gold,Yes,
49306,2,2019-03-31 22:57:03.969162,Gold,Yes,
84727,4,2021-06-01 22:57:03.969162,Gold,Yes,
79142,5,2017-10-07 22:57:03.969162,Premium,Yes,2025-01-28 22:57:03.969162
3280,2,2018-03-24 22:57:03.969162,Premium,Yes,
62449,5,2020-02-11 22:57:03.969162,,Yes,
13558,5,2018-05-08 22:57:03.969162,Silver,Yes,
7174,4,2019-04-06 22:57:03.969162,Bronze,Yes,
11060,3,2020-01-08 22:57:03.969162,,Yes,
10686,5,2025-01-10 22:57:03.969162,Gold,Yes,
32851,2,2024-04-22 22:57:03.969162,Pro,Yes,
50076,5,2020-01-30 22:57:03.969162,Bronze,Yes,
60690,2,2020-10-09 22:57:03.969162,Gold,Yes,
67598,3,2020-01-15 22:57:03.969162,Bronze,No,2020-10-01 22:57:03.969162
96854,4,2018-02-19 22:57:03.969162,,No,
43382,5,2017-11-10 22:57:03.969162,,Yes,
82724,1,2022-01-11 22:57:03.969162,Silver,No,
83077,3,2022-10-09 22:57:03.969162,Bronze,Yes,
32435,1,2021-05-03 22:57:03.969162,Bronze,Yes,
23590,5,2023-03-28 22:57:03.969162,Bronze,Yes,
64755,4,2022-09-17 22:57:03.969162,Pro,Yes,
83820,5,2023-04-02 22:57:03.969162,Gold,Yes,
62299,5,2018-12-16 22:57:03.969162,,No,2018-11-25 22:57:03.969162
52850,1,2019-08-10 22:57:03.969162,Pro,Yes,
37384,1,2022-01-02 22:57:03.969162,Pro,No,
4724,3,2018-07-01 22:57:03.969162,Premium,Yes,
15528,1,2023-10-28 22:57:03.969162,Premium,Yes,
25733,5,2019-02-06 22:57:03.969162,,Yes,
1655,2,2023-11-05 22:57:03.969162,Bronze,Yes,2021-12-13 22:57:03.969162
98705,1,2023-01-01 22:57:03.969162,Gold,Yes,
23438,2,2019-12-30 22:57:03.969162,Gold,Yes,
27619,3,2022-12-28 22:57:03.969162,Pro,Yes,
3174,3,2020-12-14 22:57:03.969162,Silver,No,
23191,3,2020-05-08 22:57:03.969162,,Yes,
32276,5,2018-05-19 22:57:03.969162,Silver,Yes,
29897,5,2019-02-17 22:57:03.969162,Bronze,Yes,
33104,5,2025-07-19 22:57:03.969162,,Yes,
88311,5,2024-04-10 22:57:03.969162,Premium,Yes,
34393,5,2018-09-07 22:57:03.969162,Silver,Yes,2024-04-05 22:57:03.969162
23994,1,2019-02-21 22:57:03.969162,Gold,Yes,
21904,5,2023-07-06 22:57:03.969162,Silver,No,
5301,5,2017-09-12 22:57:03.969162,,No,
71657,5,2025-07-20 22:57:03.969162,Premium,No,2022-11-01 22:57:03.969162
43556,5,2021-04-03 22:57:03.969162,Pro,No,
52069,3,2021-03-07 22:57:03.969162,Silver,Yes,
56656,3,2021-07-11 22:57:03.969162,,Yes,2022-08-22 22:57:03.969162
325,2,2019-05-09 22:57:03.969162,Premium,Yes,
23036,2,2021-03-14 22:57:03.969162,Pro,Yes,2020-08-28 22:57:03.969162
51935,2,2023-05-12 22:57:03.969162,Gold,Yes,
8780,5,2022-09-21 22:57:03.969162,Premium,No,2022-11-13 22:57:03.969162
32304,4,2024-01-15 22:57:03.969162,,Yes,
12091,4,2020-07-02 22:57:03.969162,Premium,Yes,
55475,2,2022-07-21 22:57:03.969162,Gold,No,
42528,4,2018-09-25 22:57:03.969162,Pro,Yes,
60991,5,2022-10-25 22:57:03.969162,Premium,Yes,
69962,1,2022-11-17 22:57:03.969162,Premium,Yes,2023-04-30 22:57:03.969162
19588,1,2019-07-29 22:57:03.969162,Silver,Yes,
84752,5,2022-10-10 22:57:03.969162,Premium,Yes,
2669,5,2019-08-24 22:57:03.969162,Premium,No,
14454,2,2024-08-12 22:57:03.969162,Premium,Yes,
97627,5,2024-10-16 22:57:03.969162,Premium,Yes,2020-03-11 22:57:03.969162
89453,2,2019-11-22 22:57:03.969162,Silver,No,
39238,3,2024-05-05 22:57:03.969162,Silver,Yes,2019-09-23 22:57:03.969162
46644,1,2018-06-09 22:57:03.969162,Silver,Yes,
39778,1,2024-07-09 22:57:03.969162,Silver,Yes,2023-09-03 22:57:03.969162
83185,2,2023-04-15 22:57:03.969162,Pro,Yes,
157,3,2017-10-23 22:57:03.969162,,Yes,2021-09-02 22:57:03.969162
9904,4,2021-11-06 22:57:03.969162,Premium,Yes,2022-01-22 22:57:03.969162
79515,3,2024-04-15 22:57:03.969162,,No,
81157,3,2019-02-28 22:57:03.969162,Premium,No,
37045,2,2022-12-31 22:57:03.969162,Pro,Yes,
3674,2,2022-09-10 22:57:03.969162,,Yes,2018-01-20 22:57:03.969162
5892,1,2022-02-06 22:57:03.969162,Premium,No,2019-06-17 22:57:03.969162
8002,3,2021-01-04 22:57:03.969162,Bronze,Yes,
60326,2,2019-03-04 22:57:03.969162,Silver,Yes,2023-01-31 22:57:03.969162
66854,1,2020-05-28 22:57:03.969162,Silver,Yes,
99843,5,2018-10-25 22:57:03.969162,Gold,Yes,
77558,1,2024-09-18 22:57:03.969162,Gold,No,
76134,2,2020-10-01 22:57:03.969162,Premium,Yes,
79080,5,2019-07-20 22:57:03.969162,Bronze,Yes,
63759,2,2019-11-17 22:57:03.969162,Bronze,Yes,
68149,4,2022-03-13 22:57:03.969162,Bronze,Yes,
28367,2,2022-12-25 22:57:03.969162,Silver,No,
31143,2,2024-07-04 22:57:03.969162,Premium,Yes,2021-05-17 22:57:03.969162
56130,1,2018-03-12 22:57:03.969162,Pro,Yes,
